Date,Gold-Price_Price,Gold-Price_Open,Gold-Price_High,Gold-Price_Low,Price
2015-02-19,0.13470371047011553,0.20278066576393503,0.10905021404608557,0.16187966157531797,-0.6577592276243366
2015-02-20,0.24963918147779507,0.06812889596748858,0.33100033753874863,0.16187966157531797,-0.6574163249997016
2015-02-21,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6569061849885444
2015-02-22,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6576758198685284
2015-02-23,0.19935491291193522,0.17873570687171242,0.1645377449192515,0.2362000240939952,-0.6580008944197725
2015-02-24,0.18259349005664885,0.164308731536379,0.15528982310705708,0.21142656992110279,-0.6578418765197955
2015-02-25,0.1969604239326087,0.1979716739854908,0.17378566673144594,0.2213359515902599,-0.6579022721570643
2015-02-26,0.1490706443460754,0.2123986493208242,0.12292209676437689,0.17674373407905328,-0.6580246223108277
2015-02-27,0.1514651333254019,0.06812889596748858,0.14141794038876576,0.16187966157531797,-0.657134407093759
2015-02-28,0.2161163357672216,0.1546907479794898,0.2154013148863199,0.21638126075568098,-0.6566673420539504
2015-03-01,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6565231174290694
2015-03-02,0.517821947162382,0.366286386231049,0.6269338355289665,0.399704821635085,-0.6553842821978395
2015-03-03,0.04371312925570197,0.06812889596748858,0.025818917736337002,0.0627858448837483,-0.6545690449556827
2015-03-04,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6546367314402219
2015-03-05,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6548860273545756
2015-03-06,0.2999234500436549,0.4720842053568286,0.4234795556606916,0.16683435240989616,-0.6548359991645016
2015-03-07,0.7405094222397615,0.7702416956203884,0.7055411709326181,0.7762613250630501,-0.6548206586096114
2015-03-08,3.920390786785573,3.520984992890655,4.145768085068897,3.6698007724568837,-0.6547179899491766
2015-03-09,0.6471243520460214,0.568264040925719,0.7055411709326181,0.583028382514489,-0.6540364420350863
2015-03-10,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6530589411572044
2015-03-11,-0.3226436845812778,-0.3502533887571848,-0.3579698374697263,-0.2840425135367455,-0.653138514738943
2015-03-12,-0.34658857437454443,-0.32620842986496223,-0.36721775928192074,-0.3236800402133732,-0.6530709954609214
2015-03-13,-0.004176650330831339,0.05851091241059941,0.025818917736337002,-0.03630797180782135,-0.6534783825652831
2015-03-14,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6540059268456193
2015-03-15,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6539972038102152
2015-03-16,-0.1765798568423513,-0.16270270939784826,-0.14989159669535457,-0.20476746018348968,-0.6534799838892403
2015-03-17,-0.23883657030484448,-0.29254548741585046,-0.25161873662949197,-0.22458622352180355,-0.653608867959231
2015-03-18,-0.06403887481399798,0.05851091241059941,-0.029668613136828927,-0.10071895265734149,-0.6553593311267977
2015-03-19,-0.0855892756279381,-0.10018581627806963,-0.038916534949023356,-0.135401788499391,-0.6563002903064561
2015-03-20,-0.12390109929716461,-0.25407355318829444,-0.038916534949023356,-0.2146768418526468,-0.6558312020677841
2015-03-21,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6560909908342208
2015-03-22,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6556066874455468
2015-03-23,-0.17897434582167784,0.12102780553037804,0.03044287864243389,-0.402955093566629,-0.6551976578587004
2015-03-24,-0.36334999722983113,-0.41277028187696346,-0.3533458765636294,-0.37322694855915806,-0.656372866295432
2015-03-25,0.0030068166071489295,-0.09537682449962505,0.03969080045462832,-0.03630797180782135,-0.6574456163660799
2015-03-26,0.08681393088358222,0.35666840267415983,0.303256572102166,-0.1453111701685481,-0.656874364945138
2015-03-27,-0.15263496704908466,-0.07614085738584703,-0.12214783125877192,-0.18494869684517584,-0.656757830362678
2015-03-28,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6567934016199971
2015-03-29,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6570964756521334
2015-03-30,-0.13108456623514453,-0.10018581627806963,-0.13139575307096601,-0.13044709766481244,-0.6573296715081456
2015-03-31,-0.1550294560284112,-0.20598363540384923,-0.1730114012258403,-0.135401788499391,-0.6572026852321299
2015-04-01,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6573193458625801
2015-04-02,0.6590967969426548,0.7317697613928323,0.7194130536509095,0.5929377641836461,-0.6568483186714057
2015-04-03,0.024557217421088375,0.04889292885371023,0.025818917736337002,0.023148318207120582,-0.6565092515070442
2015-04-04,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6565751681749046
2015-04-05,0.5681062157282418,0.5826910162610525,0.5067108519704409,0.6325752908602739,-0.6563113748123708
2015-04-06,0.2161163357672216,0.2604885671052694,0.19228151035583413,0.2411547149285734,-0.6561530726849096
2015-04-07,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6565055427378629
2015-04-08,5.052984074007086,4.689569995052673,5.389613568809031,4.680557702710893,-0.6569248143670159
2015-04-09,0.5369778589969949,0.6452079093808311,0.5344546174070235,0.5384361650032824,-0.65745349822408
2015-04-10,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6578350487059584
2015-04-11,-0.40405630987838453,-0.41277028187696346,-0.3903375638124065,-0.4178191660703647,-0.6579510771671515
2015-04-12,-0.1550294560284112,-0.23002859429607184,-0.09902802672828617,-0.2146768418526468,-0.6580559799639026
2015-04-13,0.7620598230537016,0.6644438764946095,0.765652662711881,0.7564425617247359,-0.6585740423484855
2015-04-14,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6593171666350999
2015-04-15,0.6327574181700615,0.8760395147461679,0.7564047408996866,0.49879863832665466,-0.6592673075808495
2015-04-16,0.4699321675758487,0.5875000080394966,0.47896708653385756,0.45916111165002693,-0.6587991878537759
2015-04-17,0.5561337708316085,0.3807133615663824,0.6223098746228696,0.4839345658229193,-0.6589147108368042
2015-04-18,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6591530907379647
2015-04-19,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6590041457444707
2015-04-20,0.517821947162382,0.5923089998179416,0.580694226467995,0.4492517299808698,-0.6590209197736987
2015-04-21,0.7213535104051486,0.3422414273388264,0.9783548643923496,0.4442970391462916,-0.6585471111664137
2015-04-22,0.9727748532344485,1.2222869227941735,1.17256122244843,0.7564425617247359,-0.6580491521500655
2015-04-23,0.8051606246815819,0.7654327038419441,0.8442599981155327,0.7613972525593141,-0.6581212638194041
2015-04-24,0.6926196426532282,0.7702416956203884,0.7194130536509095,0.6623034358677444,-0.6582660794550146
2015-04-25,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6585754327349898
2015-04-26,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6592952928070843
2015-04-27,0.6519133300046751,0.6163539587101642,0.6916692882143268,0.6078018366873814,-0.6588944814205793
2015-04-28,0.4603542116585419,0.4528482382430502,0.4419753992850805,0.47897987498834116,-0.6588423882300126
2015-04-29,0.4795101234931548,0.3759043697879382,0.47896708653385756,0.47897987498834116,-0.6589306430455261
2015-04-30,0.49148256838978815,0.4528482382430502,0.46509520381556624,0.5186174016649688,-0.6583369692305704
2015-05-01,1.3942049135959413,1.3088487748061748,1.4315030331898708,1.3510054618741538,-0.6580634817486262
2015-05-02,0.46274870063786844,0.5586460573688298,0.5113348128765377,0.4096142033042421,-0.6581889509470453
2015-05-03,-0.04967194093803812,-0.04247791493673525,-0.06203633947950911,-0.03630797180782135,-0.6577988870810116
2015-05-04,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.657667179793281
2015-05-05,0.5728951936868949,0.5875000080394966,0.5113348128765377,0.637529981694852,-0.6580545046879356
2015-05-06,0.26879509331240864,0.2508705835483802,0.24776904122900006,0.2907016232743582,-0.6582893861142658
2015-05-07,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.658205388633932
2015-05-08,5.029039184213819,4.819412773070676,5.389613568809031,4.631010794365109,-0.6575786304370559
2015-05-09,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6573723657631155
2015-05-10,0.1682265561806883,0.1546907479794898,0.1645377449192515,0.17178904324447505,-0.657563120746342
2015-05-11,-0.40166182089905766,-0.48490515855363125,-0.3857136029063093,-0.4178191660703647,-0.6575323952625242
2015-05-12,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6575604653782218
2015-05-13,0.6471243520460214,0.6211629504886085,0.6176859137167721,0.6771675083714804,-0.6577387866275567
2015-05-14,0.6064180393974683,0.7173427860574989,0.6038140309984807,0.6078018366873814,-0.6580293008778113
2015-05-15,0.6064180393974683,0.5586460573688298,0.5668223437497036,0.6474393633640091,-0.6578736965632018
2015-05-16,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6579814225776929
2015-05-17,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6579374646273107
2015-05-18,0.7069865765291881,0.6019269833748301,0.7194130536509095,0.6920315808752158,-0.6581214323121256
2015-05-19,0.7333259553017819,0.6692528682730536,0.7055411709326181,0.7613972525593141,-0.6582774585016411
2015-05-20,0.7141700434671683,0.7077248025006097,0.673173444589938,0.7564425617247359,-0.6582539833496682
2015-05-21,0.6471243520460214,0.7413877449497215,0.6269338355289665,0.6672581267023233,-0.658104278852723
2015-05-22,0.6255739512320819,0.5634550491472741,0.580694226467995,0.6722128175369015,-0.6578534247022456
2015-05-23,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6576980313250892
2015-05-24,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.657652807749989
2015-05-25,0.6088125283767949,0.6452079093808311,0.5344546174070235,0.6870768900406369,-0.6577847684199041
2015-05-26,0.445987277782582,0.5971179915963859,0.525206695594829,0.36006729495845724,-0.6579417206762863
2015-05-27,0.4723266565551752,0.40475832045860505,0.4373514383789836,0.5087080199958117,-0.6578828421166141
2015-05-28,0.4795101234931548,0.47689319713527284,0.4512233210972749,0.5087080199958117,-0.6579188776935706
2015-05-29,0.4699321675758487,0.47689319713527284,0.43272747747288604,0.5087080199958117,-0.657970422318139
2015-05-30,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.658143812261408
2015-05-31,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6584112307898643
2015-06-01,1.1643339715805816,1.2703768405786187,1.2049289487911101,1.118134992648965,-0.6588236328035508
2015-06-02,0.32626282881624874,0.366286386231049,0.3171284548204573,0.33529384078556485,-0.6589995514238479
2015-06-03,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6588942280383949
2015-06-04,0.024557217421088375,-0.21079262718229347,0.1645377449192515,-0.1254924068302339,-0.6589236885405967
2015-06-05,0.5034550132864215,0.6211629504886085,0.5344546174070235,0.46907049331918405,-0.6589864019174406
2015-06-06,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6589463212289615
2015-06-07,0.7860047128469683,0.6500169011592754,0.8118922717728525,0.7564425617247359,-0.6589990883904145
2015-06-08,4.147867239821606,4.492401332136447,4.233623342284743,4.046357275884849,-0.6588533878464645
2015-06-09,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6585760655473487
2015-06-10,0.16343757822203525,0.1306457890872672,0.11829813585828,0.21142656992110279,-0.6586220473396961
2015-06-11,-0.42321222171299777,-0.4368152407691861,-0.436577172873378,-0.40790978440120756,-0.658568858303337
2015-06-12,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6585133933290322
2015-06-13,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6584505114594668
2015-06-14,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6582397797990979
2015-06-15,0.7476928891777418,0.6259719422670527,0.7841485063362699,0.7068956533789511,-0.6580545046879356
2015-06-16,0.6183904842941017,0.7413877449497215,0.6269338355289665,0.6078018366873814,-0.6573546225791874
2015-06-17,0.5465558149143017,0.6211629504886085,0.5113348128765377,0.583028382514489,-0.6567028297080106
2015-06-18,0.5082439912450752,0.5057471478059397,0.46047124290946934,0.5582549283415966,-0.657001815540791
2015-06-19,0.6064180393974683,0.5105561395843846,0.6269338355289665,0.583028382514489,-0.6570638125020171
2015-06-20,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6574140066170245
2015-06-21,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.657386569313686
2015-06-22,0.5705007047075684,0.5971179915963859,0.580694226467995,0.5582549283415966,-0.6571931171607097
2015-06-23,0.5896566165421819,0.5009381560274955,0.5760702655618981,0.6028471458528032,-0.6572461801490785
2015-06-24,0.7524818671363948,0.688488835386832,0.765652662711881,0.7366237983864217,-0.657481398560852
2015-06-25,0.7141700434671683,0.8616125394108345,0.765652662711881,0.6573487450331662,-0.6575302460156707
2015-06-26,0.6926196426532282,0.6548258929377202,0.673173444589938,0.7118503442135292,-0.6574626019758628
2015-06-27,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6570767935157028
2015-06-28,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6569018864948374
2015-06-29,0.5920511055215085,0.4528482382430502,0.6269338355289665,0.5533002375070184,-0.6566006247241113
2015-06-30,0.6878306646945751,0.7173427860574989,0.6269338355289665,0.7514878708901577,-0.6558395038713843
2015-07-01,0.9679858752757947,1.0299272516563927,0.9968507080167385,0.9348114317695609,-0.6559603375906533
2015-07-02,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6561794559440852
2015-07-03,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6563971421093835
2015-07-04,0.19217144597395497,0.1546907479794898,0.210777353980223,0.17178904324447505,-0.6561832496027293
2015-07-05,0.35499669656816846,0.3759043697879382,0.3494961811631375,0.36006729495845724,-0.6554435813462139
2015-07-06,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6549456223298658
2015-07-07,1.0589764564902082,0.9818373338719475,1.0615861607020989,1.0537240117994449,-0.6553185751812282
2015-07-08,4.284353111643227,3.9826482036213284,4.423205739434726,4.125632329238104,-0.6552686743253484
2015-07-09,0.4028864761547018,0.4528482382430502,0.4419753992850805,0.36006729495845724,-0.6551816844914511
2015-07-10,0.18259349005664885,0.06812889596748858,0.20152943216802857,0.16187966157531797,-0.6541713519707314
2015-07-11,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6533856176755077
2015-07-12,0.019768239462435316,0.06812889596748858,0.05356268317291964,-0.01648920846950749,-0.652337733143337
2015-07-13,1.8419743527300276,1.991725607345297,2.0141221073581113,1.653241602783441,-0.6529674007336197
2015-07-14,1.597736476838708,1.597388281512846,1.6395812739642426,1.5491930952572932,-0.6533540503711838
2015-07-15,1.4444891821618013,1.5781523143990683,1.4962384858752305,1.3856882977162033,-0.6535298011418613
2015-07-16,1.3415261560507543,1.3761746597043982,1.283536284194762,1.4005523702199387,-0.654043648635996
2015-07-17,1.3534986009473877,1.3665566761475092,1.3528956977862192,1.3510054618741538,-0.6546379121754772
2015-07-18,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6544575670841769
2015-07-19,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6548123973214367
2015-07-20,1.2026457952498082,1.3088487748061748,1.17256122244843,1.23209288184427,-0.6546540128769207
2015-07-21,1.3367371780921014,1.1309160790037274,1.4592467986264535,1.2023647368367993,-0.6544843728613605
2015-07-22,1.612103410714668,1.4098376021535102,1.6719490003069222,1.5442384044227149,-0.6546495446042881
2015-07-23,1.8826806653785813,1.837837870435072,1.96788249829714,1.7870182553170602,-0.6545745241846449
2015-07-24,1.6216813666319747,1.7031861006386255,1.593341664903271,1.6482869119488628,-0.6541244016667858
2015-07-25,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6536090351657486
2015-07-26,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6534394813258553
2015-07-27,2.466935976334287,2.477433776968193,2.2961837226300372,2.6441797696991376,-0.6532512556627589
2015-07-28,3.115842489731814,3.5931198695673228,3.3689426528445767,2.8374127122476986,-0.653046930584423
2015-07-29,2.677651006515034,3.0497037986030913,2.8464350704555983,2.490584353827205,-0.6533317964698917
2015-07-30,2.7734305656881006,2.3860629331777474,3.077633115760456,2.44103744548142,-0.6536107638239002
2015-07-31,3.2762732513467,3.011231864375535,3.345822848314091,3.19415045233735,-0.6538379743296832
2015-08-01,0.9871417871104083,0.8952754818599462,0.9644829816740583,1.0091317942882383,-0.6541860609994666
2015-08-02,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6542907104140332
2015-08-03,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6540739516018058
2015-08-04,0.41725341003066163,0.2989605013328254,0.43272747747288604,0.399704821635085,-0.6540218590543412
2015-08-05,0.41964789900998817,0.2941515095543812,0.4419753992850805,0.3947501308005068,-0.6540197934107466
2015-08-06,0.24006122556048826,0.3085784848897146,0.210777353980223,0.2708828599360447,-0.6543013306003105
2015-08-07,1.0613709454695348,1.0203092680995036,1.0893299261386815,1.0289505576265525,-0.6544509932956263
2015-08-08,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6551303919628632
2015-08-09,0.15864860026338218,0.1402637726441564,0.13217001857657132,0.18665311574821036,-0.6556853336742146
2015-08-10,0.13470371047011553,0.09698284663815544,0.09980229223389114,0.17178904324447505,-0.6555944222043769
2015-08-11,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6553899299195234
2015-08-12,0.005401305586475459,-0.1290397669487368,0.048938722266822755,-0.0412626626423999,-0.6553198819644737
2015-08-13,3.7815104259846275,3.554647935339766,3.8637064697969716,3.6846648449606185,-0.6556178143961929
2015-08-14,3.6162906864110864,3.790288532483548,3.6787480335530853,3.540978810757842,-0.6556232511804237
2015-08-15,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6556645974936208
2015-08-16,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6560220824558989
2015-08-17,3.6115017084524337,3.5354119682259877,3.632508424492114,3.5806163374344706,-0.6561004315714468
2015-08-18,3.6857308668115607,3.9105133269446606,3.6741240726469884,3.6896195357951966,-0.6581466361222499
2015-08-19,3.7408041133360728,3.597928861345767,3.6787480335530853,3.798622734155924,-0.6585216121724756
2015-08-20,3.827005716591833,3.674872729800879,3.7712272516750285,3.8778977875091796,-0.6583492756302677
2015-08-21,3.932363231682206,3.8143334913757703,4.228999381378647,3.605389791607363,-0.6581852421778639
2015-08-22,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6586275683702877
2015-08-23,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.658601268714371
2015-08-24,3.805455315777894,4.107681989860886,3.8637064697969716,3.734211753306403,-0.6594316780186965
2015-08-25,3.139787379525081,3.1603106095073157,3.2163519429433705,3.050464418134573,-0.6599666835683309
2015-08-26,2.6441281608044607,2.8573441274653106,2.707716243272684,2.56985940718046,-0.6588919945451805
2015-08-27,2.806953411398674,2.713074374111975,2.8186913050190157,2.787865803901914,-0.6588523762470329
2015-08-28,2.6944124293703204,2.9054340452497556,2.7354600087092664,2.6441797696991376,-0.6586914624823869
2015-08-29,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6585057230515872
2015-08-30,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.658600005018959
2015-08-31,2.332844593491994,2.472624785189749,2.2915597617239403,2.371671773797321,-0.6586187180006894
2015-09-01,1.0206646328209819,1.034736243434837,0.987602786204544,1.0537240117994449,-0.65861007728234
2015-09-02,0.393308520237395,0.3326234437819372,0.395735790224109,0.38979543996592786,-0.6586532352138454
2015-09-03,-0.08319478664861123,-0.10499480805651422,-0.038916534949023356,-0.13044709766481244,-0.6586861093014148
2015-09-04,0.5896566165421819,0.4913201724706063,0.580694226467995,0.5978924550182243,-0.6586153462169512
2015-09-05,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6582935585599825
2015-09-06,0.21132735780856854,0.2220166328777134,0.18303358854364035,0.2411547149285734,-0.6577875073912832
2015-09-07,1.3103977993195082,0.9818373338719475,1.5193582904057163,1.0834521568069155,-0.6576511639813004
2015-09-08,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6574559844563767
2015-09-09,0.09160290884223528,0.02484796996148763,0.15528982310705708,0.023148318207120582,-0.6575917799434633
2015-09-10,0.18498797903597536,0.19316268220704585,0.15991378401315462,0.21142656992110279,-0.6578089599874947
2015-09-11,-0.4830744461961644,-0.5858939859009663,-0.45507301649776655,-0.5119582919273558,-0.6577072186801308
2015-09-12,-0.21489168051157784,-0.11942178339184764,-0.16376347941364622,-0.2691784410330102,-0.6579019351716211
2015-09-13,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.6583070032502037
2015-09-14,0.24963918147779507,0.17392671509326818,0.2940086502899716,0.20151718825194567,-0.6585120871888889
