Date,Gold-Price_Price,Gold-Price_Open,Gold-Price_High,Gold-Price_Low,brent-daily_Price,dubai-daily_Price,dubai-daily_Open,dubai-daily_High,dubai-daily_Low,wti-daily_Price,Price
2015-01-01,1.5115348735829481,1.4146465939319544,1.602589586715465,1.4104617518890958,0.45360735369681376,0.4372965498826209,0.4372974203536807,0.4372974203536807,0.4372974203536807,0.5010108468300081,-0.651177066528823
2015-01-02,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.18292653617153115,-0.23486937373759323,-0.23486976235550255,-0.23486976235550255,-0.23486976235550255,-0.09035380879580382,-0.6513892310204276
2015-01-03,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,0.45360735369681376,0.4372965498826209,0.4372974203536807,0.4372974203536807,0.4372974203536807,0.5010108468300081,-0.6527873090245039
2015-01-04,-0.15742394500773807,-0.13865775050562565,-0.19150724485022919,-0.1205377159956557,0.45360735369681376,0.4372965498826209,0.4372974203536807,0.4372974203536807,0.4372974203536807,0.5010108468300081,-0.6549532083609501
2015-01-05,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.5677862113028093,-0.6299784867814753,-0.6299788005682405,-0.6299788005682405,-0.6299788005682405,-0.36333395340931507,-0.6550129293842304
2015-01-06,0.5417668369556486,0.44323025468616106,0.543702539219218,0.5384361650032824,-0.6537083713321178,-0.7516945642594479,-0.751694854993965,-0.751694854993965,-0.751694854993965,-0.5749702453006889,-0.6543038592773386
2015-01-07,0.7045920875498615,0.6981068189437205,0.7379088972752984,0.6672581267023233,-0.7485807563644788,-0.7470131766641416,-0.7470134682852836,-0.7470134682852836,-0.7470134682852836,-0.502380019579493,-0.6533941735043943
2015-01-08,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,-0.7154649238531832,-0.7676112820834907,-0.7676115698034831,-0.7676115698034831,-0.7676115698034831,-0.49113364658043446,-0.6536269481286024
2015-01-09,2.105368140455961,2.1792762867046336,2.1066013254800544,2.0991637778955043,-0.8756739514078312,-0.7956996076553304,-0.7956998900555732,-0.7956998900555732,-0.7956998900555732,-0.5371415361220371,-0.653823476238401
2015-01-10,0.1490706443460754,0.2220166328777134,0.15528982310705708,0.14206089823700374,0.45360735369681376,0.4372965498826209,0.4372974203536807,0.4372974203536807,0.4372974203536807,0.5010108468300081,-0.6542261416879457
2015-01-11,-0.06138509310541836,-0.05987868769930225,-0.0601797878228878,-0.06253423788891421,0.45360735369681376,0.4372965498826209,0.4372974203536807,0.4372974203536807,0.4372974203536807,0.5010108468300081,-0.6549601628658793
2015-01-12,-0.5477256486379845,-0.5041411256674093,-0.5706720391501953,-0.5218676735965125,-0.9419056164304234,-0.9604844510101244,-0.9604847022011695,-0.9604847022011695,-0.9604847022011695,-0.7712705740115277,-0.655266734729744
2015-01-13,1.087710324242128,0.8952754818599462,1.1818091442606244,0.9843583401153458,-1.1003245989844606,-1.0157248246347432,-1.0157250653636143,-1.0157250653636143,-1.0157250653636143,-0.7855841396466932,-0.6573411772458643
2015-01-14,1.2050402842291348,1.1261070872252832,1.1586893397301388,1.2519116451825842,-1.0385680464633953,-0.9089891874617515,-0.9089894484056709,-0.9089894484056709,-0.9089894484056709,-0.5228279704868716,-0.6612514727256952
2015-01-15,1.068554412407515,1.15496103789595,1.0800820043264872,1.0537240117994449,-0.8738839064072209,-0.9951267192153941,-0.9951269638454148,-0.9951269638454148,-0.9951269638454148,-0.7395762501050905,-0.6608064069187902
2015-01-16,1.0541874785315546,1.034736243434837,1.04309031707771,1.063633393468602,-0.8989445364157688,-0.9445677331860822,-0.9445679873916523,-0.9445679873916523,-0.9445679873916523,-0.5228279704868716,-0.6601574379084554
