Date,brent-daily_Price,dubai-daily_Price,dubai-daily_Open,dubai-daily_High,dubai-daily_Low,wti-daily_Price
2015-07-19,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-07-20,56.42,56.7,56.7,56.7,56.7,50.11
2015-07-21,55.94,56.84,56.84,56.84,56.84,50.59
2015-07-22,56.36,56.59,56.59,56.59,56.59,49.27
2015-07-23,55.76,56.37,56.37,56.37,56.37,48.11
2015-07-24,54.29,56.26,56.26,56.26,56.26,47.98
2015-07-25,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-07-26,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-07-27,54.07,56.08,56.08,56.08,56.08,47.17
2015-07-28,54.3,56.11,56.11,56.11,56.11,47.97
2015-07-29,54.73,56.12,56.12,56.12,56.12,48.77
2015-07-30,54.29,56.17,56.17,56.17,56.17,48.53
2015-07-31,53.29,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,47.11
2015-08-01,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-08-02,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-08-03,49.49,49.52,49.52,49.52,49.52,45.25
2015-08-04,49.08,50.09,50.09,50.09,50.09,45.75
2015-08-05,49.04,49.95,49.95,49.95,49.95,45.13
2015-08-06,47.8,49.93,49.93,49.93,49.93,44.69
2015-08-07,47.54,49.76,49.76,49.76,49.76,43.87
2015-08-08,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-08-09,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-08-10,48.3,50.65,50.65,50.65,50.65,44.94
2015-08-11,47.33,49.57,49.57,49.57,49.57,43.11
2015-08-12,48.29,50.26,50.26,50.26,50.26,43.22
2015-08-13,48.01,49.84,49.84,49.84,49.84,42.27
2015-08-14,47.79,49.6,49.6,49.6,49.6,42.45
2015-08-15,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-08-16,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-08-17,47.77,49.3,49.3,49.3,49.3,41.93
2015-08-18,47.0,49.12,49.12,49.12,49.12,42.58
2015-08-19,45.75,48.38,48.38,48.38,48.38,40.75
2015-08-20,45.63,48.21,48.21,48.21,48.21,41.0
2015-08-21,43.84,47.69,47.69,47.69,47.69,40.45
2015-08-22,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-08-23,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2015-08-24,41.59,46.86,46.86,46.86,46.86,38.22
2015-08-25,41.86,47.05,47.05,47.05,47.05,39.15
2015-08-26,41.76,47.08,47.08,47.08,47.08,38.5
2015-08-27,44.46,47.62,47.62,47.62,47.62,42.47
2015-08-28,47.97,47.75,47.75,47.75,47.75,45.29
2015-08-29,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
