Date,brent-daily_Price,dubai-daily_Price,dubai-daily_Open,dubai-daily_High,dubai-daily_Low,wti-daily_Price
2016-12-24,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2016-12-25,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2016-12-26,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2016-12-27,62.49193170731708,52.09,52.09,52.09,52.09,52.82
2016-12-28,54.95,52.14,52.14,52.14,52.14,54.01
2016-12-29,54.97,52.12,52.12,52.12,52.12,53.8
2016-12-30,54.96,52.1,52.1,52.1,52.1,53.75
2016-12-31,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-01,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-02,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-03,55.05,53.16,53.16,53.16,53.16,52.36
2017-01-04,54.57,54.33,54.33,54.33,54.33,53.26
2017-01-05,54.99,54.76,54.76,54.76,54.76,53.77
2017-01-06,55.9,54.82,54.82,54.82,54.82,53.98
2017-01-07,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-08,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-09,54.39,53.19,53.19,53.19,53.19,51.95
2017-01-10,53.2,52.32,52.32,52.32,52.32,50.82
2017-01-11,53.61,53.38,53.38,53.38,53.38,52.19
2017-01-12,54.51,53.9,53.9,53.9,53.9,53.01
2017-01-13,54.37,53.72,53.72,53.72,53.72,52.36
2017-01-14,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-15,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-16,54.3,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-17,54.68,53.69,53.69,53.69,53.69,52.45
2017-01-18,53.77,53.11,53.11,53.11,53.11,51.12
2017-01-19,53.18,53.31,53.31,53.31,53.31,51.39
2017-01-20,55.04,53.74,53.74,53.74,53.74,52.33
2017-01-21,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-22,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-23,54.8,53.64,53.64,53.64,53.64,52.77
2017-01-24,54.7,53.7,53.7,53.7,53.7,52.38
2017-01-25,54.34,53.67,53.67,53.67,53.67,52.14
2017-01-26,55.89,53.8,53.8,53.8,53.8,53.24
2017-01-27,54.8,53.76,53.76,53.76,53.76,53.18
2017-01-28,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-29,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-01-30,54.77,53.74,53.74,53.74,53.74,52.63
2017-01-31,55.25,53.72,53.72,53.72,53.72,52.75
2017-02-01,55.79,54.44,54.44,54.44,54.44,53.9
2017-02-02,55.94,54.66,54.66,54.66,54.66,53.55
2017-02-03,55.92,55.09,55.09,55.09,55.09,53.81
2017-02-04,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-05,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-06,55.02,54.25,54.25,54.25,54.25,53.01
2017-02-07,53.79,53.9,53.9,53.9,53.9,52.19
2017-02-08,54.42,53.73,53.73,53.73,53.73,52.37
2017-02-09,53.98,54.11,54.11,54.11,54.11,52.99
2017-02-10,55.2,54.59,54.59,54.59,54.59,53.84
2017-02-11,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-12,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-13,54.15,54.03,54.03,54.03,54.03,52.96
2017-02-14,54.96,54.27,54.27,54.27,54.27,53.21
2017-02-15,54.57,54.14,54.14,54.14,54.14,53.11
2017-02-16,54.16,54.12,54.12,54.12,54.12,53.41
2017-02-17,54.48,54.22,54.22,54.22,54.22,53.41
2017-02-18,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-19,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-20,55.25,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-21,56.34,54.42,54.42,54.42,54.42,54.02
2017-02-22,54.9,54.27,54.27,54.27,54.27,53.61
2017-02-23,55.82,54.41,54.41,54.41,54.41,54.48
2017-02-24,54.69,54.38,54.38,54.38,54.38,53.99
2017-02-25,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-26,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-02-27,54.65,54.43,54.43,54.43,54.43,54.04
2017-02-28,53.36,54.44,54.44,54.44,54.44,54.0
2017-03-01,55.72,54.95,54.95,54.95,54.95,53.82
2017-03-02,54.16,53.86,53.86,53.86,53.86,52.63
2017-03-03,54.12,54.35,54.35,54.35,54.35,53.33
2017-03-04,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-03-05,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-03-06,54.73,54.32,54.32,54.32,54.32,53.19
2017-03-07,54.61,54.31,54.31,54.31,54.31,52.68
2017-03-08,53.3,52.25,52.25,52.25,52.25,49.83
2017-03-09,50.65,51.81,51.81,51.81,51.81,48.75
2017-03-10,50.63,51.37,51.37,51.37,51.37,48.05
2017-03-11,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-03-12,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-03-13,50.1,51.35,51.35,51.35,51.35,47.95
2017-03-14,49.6,50.96,50.96,50.96,50.96,47.24
2017-03-15,50.63,51.38,51.38,51.38,51.38,48.34
2017-03-16,50.56,51.4,51.4,51.4,51.4,48.3
2017-03-17,50.58,51.38,51.38,51.38,51.38,48.34
2017-03-18,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-03-19,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-03-20,50.67,51.32,51.32,51.32,51.32,47.79
2017-03-21,50.14,51.09,51.09,51.09,51.09,47.02
2017-03-22,49.56,51.04,51.04,51.04,51.04,47.29
2017-03-23,50.17,50.96,50.96,50.96,50.96,47.0
2017-03-24,49.97,51.02,51.02,51.02,51.02,47.3
2017-03-25,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-03-26,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-03-27,50.12,51.01,51.01,51.01,51.01,47.02
2017-03-28,50.72,51.08,51.08,51.08,51.08,48.36
2017-03-29,51.36,51.2,51.2,51.2,51.2,49.47
2017-03-30,52.25,51.23,51.23,51.23,51.23,50.3
2017-03-31,52.2,51.2,51.2,51.2,51.2,50.54
2017-04-01,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-02,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-03,52.04,51.35,51.35,51.35,51.35,50.25
2017-04-04,53.08,52.19,52.19,52.19,52.19,50.99
2017-04-05,53.41,52.5,52.5,52.5,52.5,51.14
2017-04-06,53.62,52.92,52.92,52.92,52.92,51.69
2017-04-07,54.24,53.25,53.25,53.25,53.25,52.25
2017-04-08,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-09,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-10,54.79,53.83,53.83,53.83,53.83,53.06
2017-04-11,54.73,54.08,54.08,54.08,54.08,53.38
2017-04-12,54.75,53.71,53.71,53.71,53.71,53.12
2017-04-13,55.05,53.73,53.73,53.73,53.73,53.19
2017-04-14,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-15,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-16,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-17,54.79,53.43,53.43,53.43,53.43,52.62
2017-04-18,52.6,53.19,53.19,53.19,53.19,52.46
2017-04-19,52.43,52.49,52.49,52.49,52.49,50.49
2017-04-20,50.66,52.57,52.57,52.57,52.57,50.26
2017-04-21,49.93,52.32,52.32,52.32,52.32,49.64
2017-04-22,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-23,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-24,49.45,52.31,52.31,52.31,52.31,48.9
2017-04-25,49.37,52.37,52.37,52.37,52.37,49.22
2017-04-26,49.99,52.35,52.35,52.35,52.35,49.22
2017-04-27,49.46,52.31,52.31,52.31,52.31,48.96
2017-04-28,49.46,52.29,52.29,52.29,52.29,49.31
2017-04-29,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-04-30,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-01,50.41,50.69,50.69,50.69,50.69,48.83
2017-05-02,49.31,49.3,49.3,49.3,49.3,47.65
2017-05-03,48.82,49.74,49.74,49.74,49.74,47.79
2017-05-04,47.53,47.67,47.67,47.67,47.67,45.55
2017-05-05,47.45,48.34,48.34,48.34,48.34,46.23
2017-05-06,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-07,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-08,46.61,48.54,48.54,48.54,48.54,46.46
2017-05-09,47.06,48.1,48.1,48.1,48.1,45.84
2017-05-10,48.09,49.16,49.16,49.16,49.16,47.28
2017-05-11,49.18,49.48,49.48,49.48,49.48,47.81
2017-05-12,49.08,49.5,49.5,49.5,49.5,47.83
2017-05-13,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-14,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-15,51.29,50.04,50.04,50.04,50.04,48.86
2017-05-16,51.21,50.04,50.04,50.04,50.04,48.64
2017-05-17,51.76,50.35,50.35,50.35,50.35,49.04
2017-05-18,51.71,50.47,50.47,50.47,50.47,49.36
2017-05-19,52.78,50.87,50.87,50.87,50.87,50.32
2017-05-20,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-21,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-22,53.35,50.93,50.93,50.93,50.93,50.81
2017-05-23,53.19,51.05,51.05,51.05,51.05,51.12
2017-05-24,53.29,50.98,50.98,50.98,50.98,50.99
2017-05-25,52.25,50.5,50.5,50.5,50.5,48.57
2017-05-26,50.84,50.59,50.59,50.59,50.59,49.58
2017-05-27,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-28,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-29,52.25,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-05-30,50.65,50.58,50.58,50.58,50.58,49.63
2017-05-31,49.4,50.54,50.54,50.54,50.54,48.29
2017-06-01,50.41,49.47,49.47,49.47,49.47,48.32
2017-06-02,48.46,48.76,48.76,48.76,48.76,47.68
2017-06-03,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-06-04,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-06-05,48.25,48.25,48.25,48.25,48.25,47.4
2017-06-06,48.11,48.76,48.76,48.76,48.76,48.13
2017-06-07,47.08,47.18,47.18,47.18,47.18,45.8
2017-06-08,46.3,47.12,47.12,47.12,47.12,45.68
2017-06-09,46.64,47.38,47.38,47.38,47.38,45.82
2017-06-10,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-06-11,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-06-12,47.18,47.48,47.48,47.48,47.48,46.1
2017-06-13,46.95,47.68,47.68,47.68,47.68,46.41
2017-06-14,45.47,46.69,46.69,46.69,46.69,44.79
2017-06-15,45.61,46.59,46.59,46.59,46.59,44.47
2017-06-16,45.7,46.73,46.73,46.73,46.73,44.73
2017-06-17,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-06-18,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-06-19,45.93,46.55,46.55,46.55,46.55,44.24
2017-06-20,43.98,46.31,46.31,46.31,46.31,43.34
2017-06-21,44.62,45.99,45.99,45.99,45.99,42.48
2017-06-22,44.46,46.1,46.1,46.1,46.1,42.53
2017-06-23,44.14,46.19,46.19,46.19,46.19,42.86
2017-06-24,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-06-25,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-06-26,44.09,46.25,46.25,46.25,46.25,43.24
2017-06-27,46.17,46.39,46.39,46.39,46.39,44.25
2017-06-28,46.45,46.45,46.45,46.45,46.45,44.74
2017-06-29,47.02,46.47,46.47,46.47,46.47,44.88
2017-06-30,47.08,46.47,46.47,46.47,46.47,46.02
2017-07-01,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-02,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-03,49.13,48.54,48.54,48.54,48.54,58.50409698169223
2017-07-04,49.15,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-05,47.58,46.8,46.8,46.8,46.8,45.11
2017-07-06,48.53,47.01,47.01,47.01,47.01,45.52
2017-07-07,46.47,45.88,45.88,45.88,45.88,44.25
2017-07-08,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-09,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-10,46.57,46.03,46.03,46.03,46.03,44.4
2017-07-11,46.68,46.43,46.43,46.43,46.43,45.06
2017-07-12,46.73,46.58,46.58,46.58,46.58,45.48
2017-07-13,47.65,46.95,46.95,46.95,46.95,46.06
2017-07-14,47.89,47.23,47.23,47.23,47.23,46.53
2017-07-15,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-16,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-17,47.66,46.98,46.98,46.98,46.98,46.02
2017-07-18,47.92,47.14,47.14,47.14,47.14,46.4
2017-07-19,48.34,47.46,47.46,47.46,47.46,47.1
2017-07-20,48.54,47.32,47.32,47.32,47.32,46.73
2017-07-21,47.47,47.0,47.0,47.0,47.0,45.78
2017-07-22,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-23,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-24,47.81,47.11,47.11,47.11,47.11,46.21
2017-07-25,49.19,47.41,47.41,47.41,47.41,47.77
2017-07-26,50.08,47.52,47.52,47.52,47.52,48.58
2017-07-27,50.67,47.56,47.56,47.56,47.56,49.05
2017-07-28,52.0,47.56,47.56,47.56,47.56,49.72
2017-07-29,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-30,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-07-31,51.99,47.57,47.57,47.57,47.57,50.21
2017-08-01,50.77,50.42,50.42,50.42,50.42,49.19
2017-08-02,52.09,51.03,51.03,51.03,51.03,49.6
2017-08-03,52.88,50.64,50.64,50.64,50.64,49.03
2017-08-04,52.48,51.1,51.1,51.1,51.1,49.57
2017-08-05,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-08-06,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-08-07,51.42,51.0,51.0,51.0,51.0,49.37
2017-08-08,52.18,50.8,50.8,50.8,50.8,49.07
2017-08-09,52.16,50.66,50.66,50.66,50.66,49.59
2017-08-10,52.59,50.59,50.59,50.59,50.59,48.54
2017-08-11,51.47,50.63,50.63,50.63,50.63,48.81
2017-08-12,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-08-13,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-08-14,51.29,49.85,49.85,49.85,49.85,47.59
2017-08-15,49.9,49.9,49.9,49.9,49.9,47.57
2017-08-16,50.39,49.57,49.57,49.57,49.57,46.8
2017-08-17,50.37,49.84,49.84,49.84,49.84,47.07
2017-08-18,50.96,50.45,50.45,50.45,50.45,48.59
2017-08-19,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-08-20,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-08-21,51.94,50.09,50.09,50.09,50.09,47.39
2017-08-22,52.29,50.14,50.14,50.14,50.14,47.65
2017-08-23,52.31,50.36,50.36,50.36,50.36,48.45
2017-08-24,51.73,50.21,50.21,50.21,50.21,47.24
2017-08-25,51.87,50.3,50.3,50.3,50.3,47.65
2017-08-26,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-08-27,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-08-28,51.87,50.24,50.24,50.24,50.24,46.4
2017-08-29,51.64,50.25,50.25,50.25,50.25,46.46
2017-08-30,51.91,50.22,50.22,50.22,50.22,45.96
2017-08-31,52.69,50.22,50.22,50.22,50.22,47.26
2017-09-01,53.15,51.49,51.49,51.49,51.49,47.32
2017-09-02,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-03,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-04,52.6,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-05,53.63,52.02,52.02,52.02,52.02,48.63
2017-09-06,54.48,52.76,52.76,52.76,52.76,49.13
2017-09-07,54.16,52.78,52.78,52.78,52.78,49.1
2017-09-08,54.55,52.24,52.24,52.24,52.24,47.44
2017-09-09,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-10,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-11,54.2,52.35,52.35,52.35,52.35,48.06
2017-09-12,55.06,52.58,52.58,52.58,52.58,48.21
2017-09-13,55.52,53.06,53.06,53.06,53.06,49.3
2017-09-14,56.76,53.22,53.22,53.22,53.22,49.86
2017-09-15,56.18,53.28,53.28,53.28,53.28,49.9
2017-09-16,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-17,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-18,55.5,53.25,53.25,53.25,53.25,49.88
2017-09-19,56.58,53.09,53.09,53.09,53.09,49.54
2017-09-20,57.2,53.51,53.51,53.51,53.51,50.29
2017-09-21,57.73,53.52,53.52,53.52,53.52,50.58
2017-09-22,58.16,53.6,53.6,53.6,53.6,50.33
2017-09-23,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-24,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-09-25,59.42,53.92,53.92,53.92,53.92,51.85
2017-09-26,59.77,53.77,53.77,53.77,53.77,51.59
2017-09-27,58.74,53.67,53.67,53.67,53.67,52.14
2017-09-28,58.8,53.63,53.63,53.63,53.63,51.62
2017-09-29,57.02,53.67,53.67,53.67,53.67,51.67
2017-09-30,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-01,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-02,55.67,54.72,54.72,54.72,54.72,50.59
2017-10-03,56.12,54.42,54.42,54.42,54.42,50.44
2017-10-04,56.0,54.29,54.29,54.29,54.29,50.0
2017-10-05,57.09,55.22,55.22,55.22,55.22,50.79
2017-10-06,55.5,53.95,53.95,53.95,53.95,49.34
2017-10-07,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-08,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-09,55.29,54.1,54.1,54.1,54.1,49.58
2017-10-10,56.62,54.61,54.61,54.61,54.61,50.93
2017-10-11,56.13,54.83,54.83,54.83,54.83,51.3
2017-10-12,56.13,54.54,54.54,54.54,54.54,50.61
2017-10-13,56.86,55.04,55.04,55.04,55.04,51.43
2017-10-14,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-15,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-16,57.49,55.34,55.34,55.34,55.34,51.86
2017-10-17,57.63,55.37,55.37,55.37,55.37,51.87
2017-10-18,58.05,55.48,55.48,55.48,55.48,52.05
2017-10-19,57.82,55.13,55.13,55.13,55.13,51.29
2017-10-20,57.89,55.27,55.27,55.27,55.27,51.63
2017-10-21,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-22,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-23,57.69,55.14,55.14,55.14,55.14,51.91
2017-10-24,57.84,55.39,55.39,55.39,55.39,52.32
2017-10-25,58.45,55.34,55.34,55.34,55.34,51.97
2017-10-26,58.75,55.45,55.45,55.45,55.45,52.41
2017-10-27,60.15,55.55,55.55,55.55,55.55,53.92
2017-10-28,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-29,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-10-30,60.65,55.54,55.54,55.54,55.54,54.11
2017-10-31,61.35,55.55,55.55,55.55,55.55,54.36
2017-11-01,60.98,58.73,58.73,58.73,58.73,54.32
2017-11-02,60.79,58.87,58.87,58.87,58.87,54.55
2017-11-03,61.42,60.15,60.15,60.15,60.15,55.63
2017-11-04,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-05,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-06,64.27,61.83,61.83,61.83,61.83,57.34
2017-11-07,64.36,61.2,61.2,61.2,61.2,57.19
2017-11-08,63.96,61.14,61.14,61.14,61.14,56.82
2017-11-09,64.49,61.56,61.56,61.56,61.56,57.16
2017-11-10,64.35,61.3,61.3,61.3,61.3,56.75
2017-11-11,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-12,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-13,62.94,61.18,61.18,61.18,61.18,56.77
2017-11-14,60.91,60.69,60.69,60.69,60.69,55.67
2017-11-15,61.25,60.49,60.49,60.49,60.49,55.28
2017-11-16,61.18,60.22,60.22,60.22,60.22,55.14
2017-11-17,61.34,60.82,60.82,60.82,60.82,56.21
2017-11-18,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-19,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-20,61.34,60.55,60.55,60.55,60.55,56.21
2017-11-21,62.28,60.63,60.63,60.63,60.63,56.84
2017-11-22,62.92,60.78,60.78,60.78,60.78,57.88
2017-11-23,63.27,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-24,63.58,60.92,60.92,60.92,60.92,58.94
2017-11-25,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-26,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-11-27,63.25,60.88,60.88,60.88,60.88,58.1
2017-11-28,63.56,60.8,60.8,60.8,60.8,57.96
2017-11-29,63.74,60.8,60.8,60.8,60.8,57.25
2017-11-30,63.53,60.82,60.82,60.82,60.82,57.4
2017-12-01,64.57,61.23,61.23,61.23,61.23,58.35
2017-12-02,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-12-03,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-12-04,63.45,60.02,60.02,60.02,60.02,57.48
2017-12-05,63.45,60.55,60.55,60.55,60.55,57.66
2017-12-06,62.25,59.34,59.34,59.34,59.34,55.79
2017-12-07,62.37,60.22,60.22,60.22,60.22,56.5
2017-12-08,63.86,60.84,60.84,60.84,60.84,57.15
2017-12-09,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-12-10,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-12-11,65.62,61.62,61.62,61.62,61.62,57.84
2017-12-12,64.96,60.56,60.56,60.56,60.56,57.12
2017-12-13,63.66,60.12,60.12,60.12,60.12,56.59
2017-12-14,63.72,60.65,60.65,60.65,60.65,57.0
2017-12-15,63.81,60.7,60.7,60.7,60.7,57.29
2017-12-16,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-12-17,62.49193170731708,60.87913129318856,60.879146100691024,60.879146100691024,60.879146100691024,58.50409698169223
2017-12-18,64.45,60.8,60.8,60.8,60.8,57.17
2017-12-19,63.69,61.02,61.02,61.02,61.02,57.49
2017-12-20,64.43,61.28,61.28,61.28,61.28,58.09
